OPERATOR,ATYPE,INCIDENT_DATE,STATE,AIRPORT,PHASE_OF_FLT,HEIGHT,SPEED,SPECIES,BIRDS_STRUCK,EFFECT,DAMAGE,COST_REPAIRS,PERSON,REMAINS_COLLECTED,REMARKS
SOUTHWEST AIRLINES,B-737-700,11/16/11 00:00:00,TX,AUSTIN-BERGSTROM INTL,Approach,1500,180,Unknown bird - medium,2-10,None,N,,Airport Operations,0,"CREW REPTD 2 STRIKES ON APCH. AT TERMINAL, NO INDICATION OF STRIKE FOUND ON A/C. CREW REPTD TEAL-SIZED BIRDS."
SOUTHWEST AIRLINES,B-737-700,11/16/11 00:00:00,OK,TULSA INTL,Approach,50,130,American robin,1,None,N,,Airport Operations,1,"ID BY SMITHSONIAN, FAA 6981. WHOLE FEATHER. BIRD HIT CAPT'S WINDSHLD. LANDED UNEVENTFULLY."
REPUBLIC AIRLINES,EMB-170,11/16/11 00:00:00,NC,CHARLOTTE/DOUGLAS INTL ARPT,Take-off run,0,95,Rock pigeon,1,Aborted Take-off,S,,,1,ID BY SMITHSONIAN. POSSIBLE DMG TO INTERNAL FAN. 4 FAN BLADES WERE REPLACED.
BUSINESS,AEROS 350,11/16/11 00:00:00,,UNKNOWN,En Route,800,120,Mourning dove,1,Precautionary Landing,M,10000,,0,"PILOT AND PHOTOJOURNALIST WERE IN KSAZ'S NEWS CHOPPER. THEY HAD JUST TAKEN OFF FROM KDVT WHEN THEY  HEARD A BANG. A BIRD LEFT A HOLE 10"" X 16"" IN THE NOSE. FEATHERS WERE FLYING AROUND INSIDE THE AIRCRAFT. MADE A PREC LDG AT THE HANGAR. VIDEO. COSMETIC REPAIR."
SOUTHWEST AIRLINES,B-737-300,11/17/11 00:00:00,,UNKNOWN,,,,Hoary bat,1,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7075. DNA. STRIKE FOUND DURING POST FLT WALK AROUND."
SOUTHWEST AIRLINES,B-737-700,11/17/11 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,Approach,1900,165,Tundra swan,2-10,None,M,11000,Pilot,1,"ID BY SMITHSONIAN. AT ABOUT 8NM FROM BWI AND 4NM TO""GRAFF"", THE FINAL APPROACH FIX, A/C ENCOUNTERED A LRG FLOCK OF BIRDS, POSSIBLY GEESE. HIT MULTIPLE BIRDS. LANDING UNEVENTFUL. IMPACT AREAAS WERE JUST CENTER AND ABOVE FWD WINDSCREEN, SEVERAL AREAS NEAR PAX WINDOWS ON F/O SIDE OF FUSELAGE. NOTABLE DMG TO PAX WINDOW AREAS. BWI TWR SUPV WAS BRIEFED ON THE STRIKE BY PHONE. MX INSPECTED THE A/C AND COLLECT BIRD REMAINS. A/C WAS TAKEN OUT FO SERVICE FOR FURTHER INSPN AND REPAIR. ANOTHER AIRCRAFT WAS USED TO CONTINUE THE FLT. STRIKE LOOSENED 3 PAX WINDOWS PUSHING WINDOW CLIPS IN ENOUGH TO GET BIRD REMAINS UNDER THE SEAL. LOUD AIR NOISE WAS ALSO REPTD. MX REMOVED AND CLEANED THE WINDOWS, FUSELAGE & SEALS & REINSTALLED THEM. TIME OUT OF SVC = 5.5 HRS."
PHI INC,EC135,11/17/11 00:00:00,,UNKNOWN,En Route,,,Lesser scaup,2-10,Precautionary Landing,M,,Airport Operations,1,"ID BY SMITHSONIAN. AIR CARE WAS TRANSPORTING A PATIENT TO CROSSGATES RIVER OAKS HOSPITAL IN BRANDON, MS. WHILE EN ROUTE, 2 BIRDS BROKE THROUGH THE RT WINDSHIELD AND INJURED THE PILOT. PILOT MADE A SAFE LANDING AT KJAN. 5 ON BOARD. PILOT HAD SIGNIFICANT INJURIES AND WAS TRANSPORTED TO UNIV MEDICAL CENTER. (ANOTHER REPT SAID THE PILOT WAS HIT IN THE FACE, WAS WEARING HELMET AND NIGHT-VISION GOGGLES AND WAS TREATED FOR MINOR INJURIES.)"
JETBLUE AIRWAYS,A-320,11/17/11 00:00:00,NY,JOHN F KENNEDY INTL,Climb,5000,250,Unknown bird - medium,1,None,N,,Pilot,0,"HIT BOTTOM OF RADOME AND BROKE INTO PIECES, SOME WENT INTO #1 ENG. RADAR WAS ON. ALL PARAMETERS WERE NORAL. FLT CONTD TO BTV."
AMERICAN EAGLE AIRLINES,CRJ700,11/17/11 00:00:00,NY,LA GUARDIA ARPT,Approach,200,124,Horned lark,2-10,None,N,,Pilot,1,ID BY SMITHSONIAN. F/O SAW A FLOCK OF SML BIRDS (10) COME ACROSS ON FINAL APCH. HE HEARTD A FEW THUMPS BUT SAW NO STRIKE. CARCASS FOUND ON RWY 31 DURING SWEEP ABOUT 500' JUST OFF CENTERLINE. NO DMG OR DELAYS PER EGF MX.
BUSINESS,C-172,11/18/11 00:00:00,NJ,MORRISTOWN MUNICIPAL ARPT,Approach,100,60,Unknown bird - small,2-10,None,N,,Tower,0,HIT 3 BIRDS THAT PILOTS KNEW OF ON SHORT FINAL. RT FLAP AND LEADING EDGE. NO REMAINS AVAILABLE.
CONTINENTAL AIRLINES,UNKNOWN,11/18/11 00:00:00,IL,CHICAGO O'HARE INTL ARPT,Take-off run,0,,Snow bunting,2-10,None,,,Airport Operations,1,FOUND BY OPS ON RWY 14R @ 9000' MARKER. ID BY USDA/WS. (DATA ENTRY NOTE: OPER REPTD AS CONTINENTAL AND AIRCRAFT AS RJ. FLT1499 FOR COA 1499 SHOWS A B-737-800 AND IT DID NOT FLY TO ORD.)
CONTINENTAL AIRLINES,B-737-900,11/18/11 00:00:00,,TOCUMEN INTL,Climb,,,Unknown bird,1,Precautionary Landing,S,,Other,0,"NEWS MEDIA REPORT SAID A/C INGESTED A BIRD DURING INITIAL CLIMBOUT. THE ENGINE REPEATEDLY SURGED. FLAMES WERE SEEN COMING FROM THE ENGINE. THE CREW SHUT THE ENGINE DOWN AND RETURNED TO LAND. A/C WAS OVER WATER WHEN THE NOISE AND VIBRATION BEGAN. AFTER A 1 -HR DELAY ON RWY, PAX WERE TAKEN BY BUS TO TERMINAL."
BUSINESS,GULFSTREAM V,11/18/11 00:00:00,WA,BOEING FIELD/KING COUNTY INTL ARPT,Approach,200,,Gulls,1,None,N,,Airport Operations,0,
JETBLUE AIRWAYS,A-320,11/18/11 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Take-off run,0,,Unknown bird,1,None,N,,Air Transport Operations,0,PILOT REPT: AFTER T/O WE EXPERIENCED A BIRDSTRIKE. NO ABNORMALITIES. FLT CONTD. LOGBOOK ENTRY MADE. BIRD WAS NOT INGESTED INTO THE CORE. NO DMG.
SOUTHWEST AIRLINES,B-737-700,11/19/11 00:00:00,,UNKNOWN,,,,American robin,1,,N,,Airport Operations,1,ID BY SMITHSONIAN. REMAINS COLLECTED BY MX FROM RT LEADING EDGE OF WING. NO DMG.
AIRTRAN AIRWAYS,B-737-700,11/20/11 00:00:00,FL,ORLANDO INTL,Climb,2000,150,New World Vultures,1,Precautionary Landing,M,,Tower,0,MINOR DMG TO RADOME. FLT DELAYED.
DELTA AIR LINES,B-757-300,11/20/11 00:00:00,CA,LOS ANGELES INTL,Landing Roll,0,,Barn owl,2-10,None,N,,Tower,1,ID BY SMITHSONIAN. 2 BARN OWLS WERE STRUCK. NO DMG TO A/C. HIT BELOW F/O WINDSHLD. ID BY WS BIOL.
SOUTHWEST AIRLINES,B-737-300,11/20/11 00:00:00,UT,SALT LAKE CITY INTL,Approach,800,140,Gadwall,2-10,,S,47000,Pilot,1,ID BY SMITHSONIAN. PILOT REPTD STRIKE ON 2 MILE FINAL. #1 ENG FAN BLADES BENT. PILOT REPTD EFFECT ON FLT AS PREC. LDG.
SOUTHWEST AIRLINES,B-737-300,11/20/11 00:00:00,CA,ONTARIO INTL ARPT,Climb,600,160,American coot,1,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7073. WHOLE FEATHER. BIRD WAS STRUCK 2 NM ON CLIMB FROM 26R. NO DMG REPTD. (DATA ENTRYNOTE: ONE REPORT SAID PILOT INCORRECTLY INDICATD THAT A SAMPLE WAS COLLECTED. NO SAMPLE WAS COLLECTED. HOWEVER SWA MX DID SEND A SAMPLE TO THE SI)"
SOUTHWEST AIRLINES,B-737-700,11/10/11 00:00:00,OK,WILL ROGERS WORLD ARPT,Take-off run,0,,Rock pigeon,2-10,None,N,,,1,NO DMG NOTED.
EXPRESSJET (CONTINENTAL EXPRS),EMB-145,11/06/11 00:00:00,NE,EPPLEY AIRFIELD,Approach,1000,,Ring-necked duck,1,,,,Airport Operations,1,"ID BY SMITHSONIAN, FAA 6953. WHOLE FEATHER AND DNA. PILOT REPTD A BUMP AND POSSIBLE SMOKE IN THE CABIN ACCORDING TO ATCT. PILOT ALSO MENTIONED THEY MIGHT HAVE INGESTED A BIRD. REMAINS ON WING, RT MAIN GEAR AND BOTH ENGINES. CREW DID NOT FILE A REPORT. UNKN IF DMG. (N# IS NOT CORRECT.)"
SKYWAY AIRLINES,CRJ900,11/21/11 00:00:00,,UNKNOWN,,,,Western meadowlark,1,,,,,1,"ID BY SMITHSONIAN, FAA 7001. DNA. # STRUCK NOT REPTD, ASSUME 1. FOUND DURING PREFLT INSPN"
BUSINESS,SIKORSKY S-76,11/21/11 00:00:00,NY,EAST 34TH STREET HELIPORT,Climb,40,,Gulls,1,Precautionary Landing,N,,Pilot,0,"NO DMG. GULL CAME DOWN THRU ROTOR DISK WHILE ON VERTICAL LIFE OFF FROM HELIPAD. HEARD IMPACT OF BIRD WITH MIDDLE OFTWO OF THE FOUR BLADES. WINDSCREEN WAS SPRAYED WITH REMAINS. DID NT AFFECT FLIGHT CHARACTERISTICS WHILE RETURNING TO LAND FOR VISUAL INSPN. A/C FLOWN TO HOME BASE, KTTN FOR CLEANING."
BUSINESS,LEARJET-55,11/21/11 00:00:00,CO,CENTENNIAL ARPT,Approach,100,140,Unknown bird - small,1,None,N,,Pilot,0,NO DMG. HIT VERY TOP OF VERTICAL STABILIZER.
ALASKA AIRLINES,B-737-800,11/21/11 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,European starling,1,,N,,Airport Operations,1,ID BY SMITHSONIAN. PILOTS NOTED A POSSIBLE BIRDSTRIKE ON APCH TO SEA. INSPN FOUND BIRD HAD CONTACTED #2 ENG. INGESTION WAS NOT NOTED. NO DMG.
SOUTHWEST AIRLINES,B-737-700,11/22/11 00:00:00,CA,SAN FRANCISCO INTL ARPT,Approach,10,125,Wilson's snipe,1,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7037. DNA. IN LDG FLARE, BIRD WAS SEEN AND IMMEDIATELY HIT SIDE WINDSCREEN ON CAPT'S SIDE AS IT TRIED TO ESCAPE THE PATH. STRIKE WAS OVER WATER. SFO ARPT OPS CAME TO GATE & TOOK DNA SAMPLE FROM WINDOW."
SOUTHWEST AIRLINES,B-737-700,11/23/11 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,None,N,,,0,BIRDSTRIKE FOUND AT #1 ENG. NO ABNORMAL ENG INDICATIONS OR SMELL IN CABIN. OK FOR SERVICE. STRIKE WAS ON LDG. (ADDITIONAL INFO FROM AIRLINE)
SOUTHWEST AIRLINES,B-737-700,11/23/11 00:00:00,CA,BOB HOPE ARPT,Approach,7000,250,Sparrows,1,None,N,,Pilot,1,ID BY SMITHSONIAN. PASSING 7000' DESCENDING INTO BUR AT FIM FIX HEARD THUMP ON F/O'S SIDE OF A/C. NO SMELL OR INSTRUMENT PROBLEMS. INSPN FOUND BLOOD SMEAR  ON LWR RT SIDE OF RADOME. MX INSPN. LOGBOOK ENTRY MADE.
JETBLUE AIRWAYS,EMB-190,11/23/11 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Approach,25,120,Mallard,1,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7026. WHOLE FEATHER. PILOT REPTD A FLOCK OF GULLS IN THE FLARE. AT LEAST 1 WAS STRUCK IN THE AREA OF THE #2 ENG. FOUND PARTIAL CARCASS IN BYPASS DUCT. BIRD MISSED CORE. NO DMG. LOTS OF BLOOD & GUTS IN DUCT. AND ON UNDERSIDE OF FLAPS."
HORIZON AIR,DHC8 DASH 8,11/23/11 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,Snowy owl,1,,N,,Airport Operations,0,PIREP WHAT THEY THOUGHT WAS A BIRD STRIKE. FOUND FULL REMAINS AT THE 6K FOOT TO GO MARK.
DELTA AIR LINES,A-320,11/23/11 00:00:00,NC,CHARLOTTE/DOUGLAS INTL ARPT,Take-off run,0,130,Rock pigeon,2-10,Aborted Take-off,N,,Airport Operations,1,ID BY SMITHSONIAN. RADOME REPTD AS CRACKED AND POSSIBLE ENG DMG. NO DMG TO ENG FOUND. NO DMG TO RADOME. (FOLLOWED UP WITH AIRLINE)
AMERICAN AIRLINES,B-737-800,11/23/11 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,Take-off run,0,120,Herring gull,1,None,N,,Pilot,1,ID BY SMITHSONIAN. PILOT REPTD STRIKE TO TWR. HIT ON RWY 9  NEAR INTXN OF TWY C. FOUND REMAINS. NO DMG REPTD. FLT CONTD.
ALOHA AIR CARGO,SAAB-340,11/23/11 00:00:00,HI,HILO INTL ARPT,Approach,15,130,Pacific golden-plover,1,None,N,,Pilot,1,BIRD HIT LEFT WING IN FLARE ON LDG. REMAINS WERE TURNED OVER TO USFWS.
AIR WISCONSIN AIRLINES,MD-87,11/24/11 00:00:00,FL,ORLANDO SANFORD INTL ARPT,Climb,100,140,Killdeer,2-10,Precautionary Landing,N,,Pilot,1,TWR REPTD THAT FLT 638 HIT SEVERAL BIRDS ON T/O. OPOS FOUND REMAINS OF 2 KILLDEER. A/C RETD FOR INSPN. NO DMG. (DATA ENTRY NOTE: TOOK CAPT'S NUMBERS FOR ALT AND SPEED AS REPORTS DIFFERED)
COLGAN AIRWAYS,DHC8 DASH 8,11/24/11 00:00:00,NJ,NEWARK LIBERTY INTL ARPT,Climb,500,,Herring gull,1,None,N,,Tower,1,ID BY SMITHSONIAN. TWR SAID FLT 4863 REPTD POSSIBLE BIRDSTRIKE AS THEY DEPTD RWY 4L. FOUND DECAPITATED GULL. FEATHERS SENT FOR ID. HIT LH PROP AND NACELLE. NO DMG.
PRIVATELY OWNED,BE-35,11/24/11 00:00:00,IL,CENTRAL ILLINOIS REGNL ARPT AT BLOOMINGTON-NORMAL,Approach,1300,80,Unknown bird - medium,1,None,M,12490,Pilot,0,DMG TO LEADING EDGE OF L WING OUTBOARD. A/C OUT OF SERVICE ABOUT 10 WEEKS.
PACIFIC WINGS,C-208,11/25/11 00:00:00,GA,HARTSFIELD - JACKSON ATLANTA INTL ARPT,Approach,100,145,Unknown bird - small,2-10,None,N,,Pilot,1,ON APCH ABOUT 1000' FROM END OF RWY 9R. PIC COLLECTED 1 BIRD FROM INSIDE FRONT COWLING WHERE OIL COOLER IS HOUSED. ONE FEATHER REMOVED FROM PROP AND SOME BLOOD SPLATTER FOUND ON PILOT'S SIDE WINDSCREEN AND PILOT SIDE WING ROOT. BIRD NOT IDENTIFIED.
JETBLUE AIRWAYS,A-320,11/25/11 00:00:00,TX,AUSTIN-BERGSTROM INTL,Climb,3000,220,American goldfinch,1,Precautionary Landing,N,,Pilot,1,ID BY SMITHSONIAN. CREW FELT STRIKE BUT DID NOT SEE THE BIRD. NO DMG. SMALL AREA OF SNARGE ON LEFT SIDE OF RADOME 2' UNDER CAPT'S WINDSCREEN.
JETBLUE AIRWAYS,A-320,11/25/11 00:00:00,CA,SAN FRANCISCO INTL ARPT,Approach,50,135,Red-tailed hawk,1,None,N,,Pilot,1,NO EVIDENCE OF DMG TO ENG. HAWK REMAINS FOUND IN BY-PASS AREA AND BLOOD SNEAR ON TOPE OF NOWE COWL AREA. STRIKE WAS REPTD BY CREW TO TWR. PHOTOS.
HORIZON AIR,DHC8 DASH 8,11/25/11 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,Glaucous-winged gull,1,,N,,Airport Operations,0,
CAPE AIR,C-402,11/25/11 00:00:00,MO,LAMBERT-ST LOUIS INTL,Climb,5,100,Red-tailed hawk,1,Aborted Take-off,M,2000,Pilot,1,PILOT REPORTED THAT HE HAD A LOT OF RWY LEFT & WAS ONLY ABOUT 5' OFF THE GROUND. HE CUT BOTH THROTTLES AND LANDED STRAIGHT AHEAD. DENTED RT WING ROOT. REPLACED BOOT. PHOTOS.
BUSINESS,BE-36,11/19/11 00:00:00,AL,PRYOR FIELD REGIONAL ARPT,Approach,100,90,Unknown bird - small,2-10,None,N,,Pilot,0,BIRD GRACKLE?
SOUTHWEST AIRLINES,B-737-300,11/26/11 00:00:00,NV,RENO TAHOE INTL,Approach,,140,Horned lark,1,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7054. (ALT REPTD AS 2000' AGL AND 5500'."
MESA AIRLINES,CRJ900,11/26/11 00:00:00,NC,WILMINGTON INTL,Approach,20,,Hawks,1,None,N,,Air Transport Operations,1,HAWK HIT NOSE DURING LANDING FLARE. NO DMG.
PRIVATELY OWNED,C-172,11/27/11 00:00:00,FL,SARASOTA-BRADENTON INTL ARPT,Approach,100,1,Unknown bird - small,1,None,N,,Tower,0,A/C REG IS PENDING. A/C IS SHOWN AS OPERATED BY INDIVIDUAL BY FAA.
SOUTHWEST AIRLINES,B-737-700,11/27/11 00:00:00,TN,NASHVILLE INTL,Take-off run,0,130,Unknown bird - medium,1,None,N,,,0,BIRD STRUCK AT ROTATION. BIRD WAS YELLOW & BLACK.
SOUTHWEST AIRLINES,B-737-300,11/27/11 00:00:00,,UNKNOWN,,,,Sparrows,1,None,N,,,0,"PHASE REPTD AS UNKNOWN, ALT REPTD AS 1030, SPEED AS 100."
MIDWEST AVIATION DIVISION,PA-31 NAVAJO,11/27/11 00:00:00,MN,ROCHESTER INTL,Approach,1000,160,Unknown bird - large,1,Precautionary Landing,S,52212,Pilot,0,"DATA ENTRY NOTE: UNCERTAIN HOW PREC LDG MADE WHILE ON APCH UNLESS DOING TOUCH AND GO. DAMAGE TO BOTH WINDSHIELDS, NOSE BAGGAGE DOOR, &  TAIL. AIRCRAFT WILL BE OUT OF SERVICE UNTIL MARCH 2012."
AMERICAN EAGLE AIRLINES,EMB-145,11/27/11 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,Approach,1500,180,Unknown bird - small,1,None,N,,Pilot,0,BIRD WAS NOT SEEN. HIT ON SHORT FINAL.
UNITED AIRLINES,A-320,11/30/11 00:00:00,DC,WASHINGTON DULLES INTL ARPT,Landing Roll,0,,Unknown bird,1,,N,,Airport Operations,0,BIRDSTRIKE ON LDG. RWY CLOSED FOR INSPN. NO DMG. NOTHING FOUND.
SOUTHWEST AIRLINES,B-737-700,11/30/11 00:00:00,CA,SACRAMENTO INTL,Approach,10,130,Western meadowlark,2-10,None,N,,Pilot,1,"ID BY SMITHSONIAN, FAA 7038. DNA. HIT 2-3 SML BIRDS WHILE LDG. NO DMG REPTD."
BUSINESS,CHALLENGER 300,11/30/11 00:00:00,CA,SAN FRANCISCO INTL ARPT,Climb,10,160,Horned lark,2-10,None,N,,Airport Operations,1,"ID BY SMITHSONIAN, FAA 7072. WHOLE FEATHER. PARTIAL BIRD RECVD. NO DMG. TWR REPTD BIRDSTRIKE ON RWY 28R @ TWY K. RWY SWEEP FOUND REMAINS OF WHAT APPEARS TO BE A FLOCK OF SPARROWS. NO DMG."
BUSINESS,BE-200 KING,11/30/11 00:00:00,CT,TWEED-NEW HAVEN ARPT,Climb,600,,Red-throated loon,1,Precautionary Landing,N,,Pilot,1,ID BY SMITHSONIAN. NO DMG. BLOOD SPLATTER ON WING. BIRD FIRST REPTD AS POSSIBLE GULL.
US AIRWAYS,A-319,11/28/11 00:00:00,FL,JACKSONVILLE INTL,Take-off run,0,110,Mourning dove,2-10,Aborted Take-off,S,,Air Transport Operations,1,BIRDS INGESTED IN BOTH ENGINES CAUSING FAN BLADE DAMAGE.
SKYWEST AIRLINES,EMB-120,11/28/11 00:00:00,CA,SAN FRANCISCO INTL ARPT,Approach,200,133,Western sandpiper,2-10,None,N,,Airport Operations,1,"ID BY SMITHSONIAN, FAA 7040, DNA. CAPT STATED THEY SAW A LARGE FLOCK (ASSUME 11-100) OF BIRDS ABOUT 3/4 MILES FROM T/D. ONE  WAS STRUCK  OVER WATER ON APCH TO 28L. BLOOD/FEATHER SMUDGE ON F/O SIDE OF WINDSHLD. PHOTO."
PINNACLE,CRJ100/200,11/28/11 00:00:00,TN,MEMPHIS INTL,Climb,2500,200,Unknown bird - small,2-10,Precautionary Landing,M,33821,Airport Operations,1,"ID BY SMITHSONIAN. NO WILDLIFE MATERIAL IN SAMPLE. DUE TO HEAVY RAIN AND TIME LAPSE BTWN EVENT & REPT, THERE SEEMS TO BE NO REMAINS ON WINDHSLD. SWAB WAS TAKEN. FLT 4004 REPORTED THAT ON DEPTR BIRDS STRUCK THE WINDSHLD CAUSING IT TO SHATTER. A/C RETD TO LAND ABOUT 20 MINS LATER  W/O INCIDENT. DMG IS MINOR. PHOTOS."
PRIVATELY OWNED,C-414,11/28/11 00:00:00,NM,FOUR CORNERS REGIONAL,Climb,1000,150,Mallard,1,Precautionary Landing,M,,,1,"DURING T/O, STRUCK BIRDS AND RETD TO LAND W/O INCIDENT. MINOR DMG REPTD. PILOT REPTD BIRD AS MALLARD. REMAINS WERE SENT TO SI BUT NO ID AVAILABLE YET."
BUSINESS,BE-90  KING,11/28/11 00:00:00,OH,YOUNGSTOWN ELSER METRO,Approach,10,,White-tailed deer,1,,S,,,0,SAW 2 DEER START TO CROOS RWY. HIT 1 WITH LEFT MAIN GEAR. CAUSING IT TO FOLD BACK. A/C SKIDDED 1500' ON RWY AND ABOUT 500' OFF RWY. PROP HIT GROUND. ENGINE HAD TO BE OVERHAULED. L WING HIT RWY LIGHTS. SUBSTANTIAL DMG.
CHANTILLY AIR,LEARJET-60,11/29/11 00:00:00,FL,WINTER HAVEN'S GILBERT ARPT,Approach,100,135,Unknown bird - small,1,None,N,,Air Transport Operations,0,"# STRUCK NOT REPTD, ASSUME 1, SAME AS # SEEN."
ALASKA AIRLINES,B-737-900,07/19/10 00:00:00,,UNKNOWN,,,,Unknown bird,1,,N,,Airport Operations,0,VERY SML SMEAR DETECTED BY MX ON WALK-AROUND. SNARGE COLLECTED & FORWARDED TO WILDLIFE 1. NO OTHER INFO AVAILABLE.
UNKNOWN,UNKNOWN,09/19/10 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Rock pigeon,2-10,,,,Carcass Found,1,REAMINS FOUND ON 16L BTWN TWYS H & J TIME 1550
ALASKA AIRLINES,B-737-800,09/30/10 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,,N,,Airport Operations,0,REPTD BY ASA MX. UNKN PHASE OF FLT. FOUND ON WALK-AROUND. NO DMG REPTD.
UNKNOWN,UNKNOWN,10/04/10 00:00:00,,UNKNOWN,,,,Red-tailed hawk,1,,,,Airport Operations,1,"QXE REPTD SEEING DEAD BIRD ON 16R 5000' TO GO WHILE LDG. BIRD HAD YELLOW PATAGIAL TAG ON RT WING LABELLED ""X"". THE WESTSIDE ADULT FEMALE."
ALASKA AIRLINES,B-737-900,10/08/10 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Red-tailed hawk,1,,,,Airport Operations,0,"PER ATCT, PIREP OF LRG BIRD STRIKE. FOUND WOUNDED BIRD ON APCH END OF 16R JUST S OF TWY Z. NETTED HAWK"
ALASKA AIRLINES,B-737-800,11/09/10 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,American crow,1,,,,Airport Operations,0,"PER ATCT, PIREP OF ENCOUNTERING A FLOCK OF CRWOS IN LDG FLARE. WHILE RESPONDING, SAW 30+ CROWS FLOCKING N END CASCADE AT PERIMETER RD. RWY 16L INSPN FOUND NOTHING."
ALASKA AIRLINES,B-737-900,05/17/11 00:00:00,,UNKNOWN,,,,Unknown bird,1,,N,,Airport Operations,1,SNARGE/REMAINS WERE COLLECTED BUT NEVER ID'D.
ALASKA AIRLINES,B-737-800,05/21/11 00:00:00,WA,SEATTLE-TACOMA INTL,Climb,150,,Unknown bird - large,1,,N,,Airport Operations,0,
ALASKA AIRLINES,B-737-800,08/15/11 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Unknown bird,1,,N,,Airport Operations,0,"INDENTIFIED AS ""ONLY BLOOD"" ON MX WALK AROUND."
ALASKA AIRLINES,B-737-800,09/14/11 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Unknown bird - medium,1,,N,,Airport Operations,0,PIREP OF STRIKE ON FINAL. BROWN BIRD HIT JUST ABOVE L WINDSHLD.
ALASKA AIRLINES,B-737-700,09/22/11 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,Unknown bird,1,,N,,Airport Operations,0,PILOT REPTD VIA ATT. RWY INSPN FOUND NO REMAINS. A/C WALK AROUND WITH FLT CREW. ASA MX NO DMG OBSVD/REPTD.
ALASKA AIRLINES,B-737-800,09/30/11 00:00:00,,UNKNOWN,,,,Unknown bird - small,1,,N,,Airport Operations,0,
HORIZON AIR,DHC8 DASH 8,07/18/11 00:00:00,WA,SEATTLE-TACOMA INTL,Landing Roll,0,,Swallows,1,,N,,Airport Operations,0,PILOT COMPLAINT VIA ATCT. REPTD BIRDSTRIKE RWY 34L. INSPN FOUND REMAINS. NO DMG REPTD.
HORIZON AIR,DHC8 DASH 8,10/10/10 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Unknown bird,1,,N,,Airport Operations,0,SPOKE WITH MX. NO EVIDENCE OF STRIKE AND CREW WAS GONE.
HORIZON AIR,DHC8 DASH 8,10/13/10 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,,,Swallows,1,,N,,Airport Operations,1,RWY 16R INSPECTED FOLLOWING PIREP. FOUND 1 SWALLOW. NO OBVIOUS REMAINS ON A/C.
HORIZON AIR,DHC8 DASH 8,05/06/11 00:00:00,WA,SEATTLE-TACOMA INTL,Take-off run,0,,Unknown bird,1,,,,Airport Operations,0,PIREP ONLY. NO OTHER INFO. RWY INSPN FOUND NO REMAINS.
HORIZON AIR,DHC8 DASH 8,05/07/11 00:00:00,WA,SEATTLE-TACOMA INTL,Take-off run,0,,Swallows,1,,,,Airport Operations,0,
HORIZON AIR,DHC8 DASH 8,05/11/11 00:00:00,WA,SEATTLE-TACOMA INTL,Take-off run,0,,Sparrows,1,,N,,Airport Operations,1,PIREP OF SML BIRD STRIKING WINDSHLD ON T/O. REMAINS FOUND AT TWY E.
SOUTHWEST AIRLINES,B-737-700,05/23/11 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,200,,Unknown bird - medium,1,,N,,Airport Operations,0,
DELTA AIR LINES,B-757,05/26/11 00:00:00,WA,SEATTLE-TACOMA INTL,Take-off run,0,,Unknown bird,1,,,,Airport Operations,0,PIREP ONLY. RWY 16L INSPCTD. NO REMAINS FOUND.
DELTA AIR LINES,B-737-800,07/10/11 00:00:00,WA,SEATTLE-TACOMA INTL,Approach,10,,Sparrows,2-10,,,,Airport Operations,1,PIREP OF BIRDSTRIKE 2/3 DOWN RWY. 2ND A/C REPTD NOTHING SEEN UPON LDG. 3RD A/C SENT AROUND. FOUND 1 SPARROW IN THRESHOLD MARKINGS AND 2ND JUST S OF TWY E.
SOUTHWEST AIRLINES,B-737-300,10/15/11 00:00:00,CA,SACRAMENTO INTL,Take-off run,0,,Unknown bird,1,,N,,Other,0,STRUCK BIRD ON DEPARTURE RWY 34L. FLT CONTD TO LAS. NO REPT OF DMG.
